date,open,high,low,close
2021-07-02,261.8245157190933,266.7957386402668,261.5174056815565,266.4598388671875
2021-07-06,266.8244434060529,268.1104333301389,263.24476455954283,266.4693603515625
2021-07-07,268.1393110275168,269.3773282430186,265.9799929781562,268.64794921875
2021-07-08,265.7401050538773,267.49636704168825,263.7919212302574,266.2391662597656
2021-07-09,264.6076006127589,266.8436812511514,264.2237277535544,266.7381286621094
2021-07-12,267.90890462422595,268.49430548835454,265.43287101130034,266.14306640625
2021-07-13,266.33506735947253,271.4502681264369,266.210331366787,269.6556396484375
2021-07-14,270.97037689383615,272.2275772639754,269.24290521159406,271.1239318847656
2021-07-15,270.63439793562475,271.1238524954163,268.5518437599967,269.7034912109375
2021-07-16,270.7016209659572,272.64980384909137,268.19679766614735,269.434814453125
2021-07-19,267.68821296919947,269.0701786607104,263.3887901846065,265.8456115722656
2021-07-20,266.8244222536532,269.64593236514037,265.1257699569879,268.06243896484375
2021-07-21,267.6593524599545,270.173752645904,266.1142551272196,270.05859375
2021-07-22,272.4003154535662,274.8763494100788,271.9972592293282,274.6076354980469
2021-07-23,275.78801102778897,278.30241146815854,274.9530796603886,277.9953308105469
2021-07-26,277.3523564681326,278.01454955841905,275.08748623115633,277.40032958984375
2021-07-27,277.76502450299625,277.9089731585834,271.54620828066527,274.99151611328125
2021-07-28,277.34279811505564,278.45605003500003,272.39075859018243,274.6844482421875
2021-07-29,274.7035639775205,276.9876467259065,274.5500089966287,274.9530944824219
2021-07-30,273.67677665869513,275.1067156613807,272.46754919796103,273.42724609375
2021-08-02,274.8188241867779,275.21230347891725,272.3044226840798,273.3409118652344
2021-08-03,273.91662898110934,275.6536775635122,272.55384686025644,275.548095703125
2021-08-04,274.68438727940855,275.99916705627766,273.1776564498441,274.96270751953125
2021-08-05,275.31773484513803,277.95690020325844,274.56917275143024,277.851318359375
2021-08-06,276.8821288688246,277.83221931412936,276.0279846719422,277.7938232421875
2021-08-09,278.07213285524966,279.7995752873609,276.2103188203015,276.7093505859375
2021-08-10,277.16040859309794,277.5922838439448,273.70552373680465,274.8955383300781
2021-08-11,275.63448047398396,277.02605240134324,274.338884073963,275.3849792480469
2021-08-12,275.0778712144452,278.2832546943312,274.7995509694879,278.12969970703125
2021-08-13,277.8130673648045,281.09521434057825,277.640299665323,281.0472412109375
