date,open,high,low,close
2021-07-02,134.41829838230024,136.4652835854969,134.27209152787285,136.42630004882812
2021-07-06,136.53353205806397,139.5357553993497,136.53353205806397,138.43429565429688
2021-07-07,139.91586805219615,141.231788943126,139.05809657469072,140.9198760986328
2021-07-08,138.00535215692446,140.42273229042033,137.1183245101573,139.62344360351562
2021-07-09,139.1458282969305,141.97260274724476,139.04834716131978,141.4462432861328
2021-07-12,142.5184400812916,142.62566335381342,140.36423246918253,140.8516082763672
2021-07-13,140.39352411006757,143.7369310790402,140.00362927408963,141.96287536621094
2021-07-14,144.36076918149035,145.79365573228569,143.95136027537654,145.38424682617188
2021-07-15,145.47197634550716,146.21278242197315,143.37625087333885,144.7311553955078
2021-07-16,144.71166743629377,145.97883295333372,142.19680585690423,142.6939239501953
2021-07-19,140.12058929133983,140.43251704679776,138.0931035014654,138.85340881347656
2021-07-20,139.83789124908492,143.3859869898834,139.350515378791,142.4599609375
2021-07-21,141.85565012536404,142.4405072449087,140.97837931958148,141.7289276123047
2021-07-22,142.2553252616605,144.45825967498962,142.12860272787458,143.09361267089844
2021-07-23,143.8246641352954,144.96512221870486,143.21056560056124,144.8091583251953
2021-07-26,144.52647939059113,146.04709009069717,143.97086362595675,145.22830200195312
2021-07-27,145.35497344078965,145.44271240050767,141.8751174935938,143.06431579589844
2021-07-28,141.15381301329907,143.25928057886588,138.94112214929507,141.31951904296875
2021-07-29,141.03686397561236,142.84990322262558,140.92964066468824,141.96287536621094
2021-07-30,140.73467853831747,142.63544169374407,140.47149137109437,142.17730712890625
2021-08-02,142.66467417357075,143.23977416644965,141.5826990796388,141.84588623046875
2021-08-03,142.12859665195967,144.30228959895823,141.51449808960257,143.63946533203125
2021-08-04,143.5517196242508,144.058579914417,142.58670986762564,143.2397918701172
2021-08-05,143.26903344221475,144.107320690727,142.47948676454712,143.34701538085938
2021-08-06,142.86866162914254,143.6105775396916,142.16578765248929,142.6636505126953
2021-08-09,142.72222158501236,143.210327688173,142.0584044347056,142.61483764648438
2021-08-10,142.9565505100319,144.196344465899,141.84366893661831,142.13653564453125
2021-08-11,142.57580253562702,143.22986295766566,142.0681679932176,142.39031982421875
2021-08-12,142.71246608285676,145.5044336133679,142.37078584930737,145.34823608398438
2021-08-13,145.4263255685366,145.88514647193662,144.74298004086066,145.55323791503906
2021-08-16,145.00659283395282,147.59356480078714,142.9858407795006,147.5252227783203
2021-08-17,146.65635150331968,148.07185618392833,145.54347021491796,146.6173095703125
2021-08-18,146.23660593235846,147.134719463398,142.67342208980006,142.87843322753906
2021-08-19,141.58000930226325,144.47935980901445,141.0626181919094,143.2102813720703
2021-08-20,143.9327728785443,144.96755574158394,143.288469055807,144.66493225097656
2021-08-23,144.78203658666285,146.6173203855108,144.3720292286724,146.14874267578125
2021-08-24,145.89489777853456,147.2713604372929,145.60203116452846,146.06085205078125
2021-08-25,146.24637657624294,146.74425443123712,144.28419502392072,144.83087158203125
2021-08-26,144.82109417148567,145.57276688380205,144.00106455542348,144.0303497314453
2021-08-27,143.97181740197544,145.2116114656549,143.33728522616812,145.065185546875
2021-08-30,145.45564049048158,149.83883931473636,145.07491826892314,149.47763061523438
2021-08-31,149.02862681778208,149.1652959930352,147.69120535728086,148.21836853027344
2021-09-01,149.1945515081308,151.2934023311897,148.71620204197066,148.8821563720703
2021-09-02,150.20979354918074,151.0395800272227,148.77476016459727,149.99502563476562
2021-09-03,150.10241459437898,150.95172951907767,149.44835406806936,150.62957763671875
2021-09-07,151.28363626481305,153.51915609845358,150.71743128739138,152.9627227783203
2021-09-08,153.24581573453693,153.3043860941943,150.31717858511598,151.42030334472656
2021-09-09,151.79126431107525,152.39651120399355,150.28788894400816,150.40504455566406
2021-09-10,151.312872980953,151.78145061032407,145.1627338741772,145.4263153076172
2021-09-13,147.04688016056696,147.818081410703,145.21159606216116,145.99256896972656
2021-09-14,146.7735217186003,147.4763957492906,143.4153491043727,144.5965576171875
2021-09-15,145.0261185341006,145.88519025288556,142.88821089491876,145.4849395751953
2021-09-16,144.90894501042473,145.4263362978241,143.71796490468603,145.2506103515625
2021-09-17,145.27994241453277,145.27994241453277,142.29271983680104,142.58558654785156
2021-09-20,140.37932278347847,141.39457695669392,137.90950701335717,139.53977966308594
2021-09-21,140.50624891873463,141.16032435989862,139.38361057442205,140.0181427001953
2021-09-22,141.01381796792646,142.94671352347643,140.28165898066223,142.38052368164062
2021-09-23,143.16150856090553,143.58128753921014,142.17553963315416,143.3372344970703
2021-09-24,142.19510285111807,143.96204492535793,142.09747565204063,143.4251251220703
2021-09-27,142.00962976919416,142.48797924389808,140.39888514559524,141.91200256347656
2021-09-28,139.84240736288436,141.30672576458994,138.31951860844126,138.53428649902344
2021-09-29,139.08099698388077,141.0138935757981,138.65146109771675,139.43243408203125
2021-09-30,140.2426707272125,140.9455448156453,137.9192805517919,138.13404846191406
2021-10-01,138.52452409983053,139.5202648503588,135.80089824481317,139.25668334960938
2021-10-04,138.38785651091933,138.82716398233575,134.98088496397907,135.83018493652344
2021-10-05,136.17185207930245,138.8564357660988,136.04493972017434,137.75331115722656
2021-10-06,136.15237563977044,138.76861831784564,135.07853579678584,138.6221923828125
2021-10-07,139.65692980871162,140.7893396562003,139.32502120039112,139.88145446777344
2021-10-08,140.60384171370225,140.7502675851044,139.16880859069704,139.50071716308594
2021-10-11,138.88575464341304,141.3653278052875,138.43669034540312,139.41290283203125
2021-10-12,139.82291608395988,139.8424445053315,137.68500826630617,138.14382934570312
2021-10-13,137.88019619968298,138.03637880787855,135.88871526309754,137.55804443359375
2021-10-14,138.72951162040368,140.45741132647578,138.14377836199483,140.3402557373047
2021-10-15,140.35005282323274,141.45316264244676,140.0962280805495,141.39459228515625
2021-10-18,140.03766984054468,143.347029376178,139.75457479053856,143.06393432617188
2021-10-19,143.51297237963328,145.62159463310732,143.06392303976392,145.22134399414062
2021-10-20,145.16278083703227,146.18780683574556,144.59657585778285,145.70945739746094
2021-10-21,145.27017952577518,146.0804376870695,144.35253739380764,145.9242401123047
2021-10-22,146.12919675335147,146.60753116579318,145.10417103326708,145.15298461914062
2021-10-25,145.14324421012236,145.8168331110648,144.10846150842693,145.1042022705078
2021-10-26,145.77779264971988,147.2518679421637,145.46539754636262,145.76803588867188
2021-10-27,145.80709762491546,146.1682914783705,144.95779752805828,145.30923461914062
2021-10-28,146.256135746264,149.52643805425132,146.1585085567286,148.9407196044922
2021-10-29,143.7179583128391,146.3732566337639,142.927228830471,146.23658752441406
2021-11-01,145.44589589912687,146.13899838558393,144.2842007193759,145.41661071777344
2021-11-02,145.12372094423125,147.96450225059075,145.11394928812004,146.4513702392578
2021-11-03,146.81257403590004,148.35499132920407,146.25614074482093,147.88641357421875
2021-11-04,147.9742807485948,148.80405236999567,147.05663868837075,147.36903381347656
2021-11-05,148.49330137784227,148.79636649786093,146.70422366033108,147.89694213867188
2021-11-08,148.02400784687248,148.18043333239365,146.8019617116547,147.07569885253906
2021-11-09,146.84111017051336,148.04359979638906,146.7042415538898,147.43746948242188
2021-11-10,146.66511965093986,146.7726603269792,144.54364896685252,144.61207580566406
2021-11-11,145.62882237351127,146.0882980655143,144.37743321812488,144.5631866455078
2021-11-12,145.11067671997742,147.03662312152338,144.18192440007093,146.63580322265625
2021-11-15,147.00727451410145,148.48351596746593,146.08829332480207,146.6455535888672
2021-11-16,146.5869216938867,148.1022623119589,146.0003334167105,147.6232147216797
2021-11-17,147.62318884522813,151.53373689410836,147.61341784542643,150.05751037597656
2021-11-18,150.27258025090998,155.12165110785514,149.62733629184328,154.33953857421875
2021-11-19,154.12446895909494,157.41911583313842,153.02952027938457,156.95962524414062
2021-11-22,158.064388202726,161.99449424357113,157.3996020130381,157.41915893554688
2021-11-23,157.5168614506406,158.18166233731603,155.50293170970644,157.80038452148438
2021-11-24,157.1551823252834,158.5140974575523,156.07000441983408,158.31857299804688
2021-11-26,156.00155632601601,156.8618668141861,152.8633347292546,153.3032684326172
2021-11-29,155.8060008585356,157.58530732404222,155.23896961955737,156.65655517578125
2021-11-30,156.41214364910118,161.81847488073362,156.3437019010155,161.6033935546875
2021-12-01,163.7346542506034,166.49159798116264,160.85062784337472,161.08526611328125
2021-12-02,155.19011206164845,160.52800204808736,154.27113083970096,160.09783935546875
2021-12-03,160.35202051883033,161.27100166043388,156.14817855062066,158.22076416015625
2021-12-06,160.61600581977925,164.12573463510114,160.60623481829575,161.62298583984375
2021-12-07,165.2988995417756,167.74299254141582,164.57544264356054,167.3519287109375
2021-12-08,168.2806769394803,172.02502878126478,166.88264814477856,171.16470336914062
2021-12-09,170.9985052389604,172.79735388590385,170.03063915946248,170.6563262939453
2021-12-10,171.29180928871014,175.61296364291238,170.78343380069845,175.43698120117188
2021-12-13,177.06962931153166,178.05705234389498,171.60464142456377,171.80995178222656
2021-12-14,171.33094311359295,173.76526545026528,168.35893217623416,170.4315185546875
2021-12-15,171.19404218690133,175.4858686850592,168.45665517933287,175.29034423828125
2021-12-16,175.27076132354634,177.08916675225177,166.9315188519041,168.40774536132812
2021-12-17,166.12988807604526,169.59073223954843,165.8952646870351,167.31283569335938
2021-12-20,164.51677542044033,166.76534380811088,163.71512072913166,165.9539031982422
2021-12-21,167.72341591348743,169.3267401361631,165.3379790393109,169.12144470214844
2021-12-22,169.17029609354066,171.92723953166936,168.30019977990446,171.712158203125
2021-12-23,171.91746810959268,172.89510508509778,171.35043687369296,172.3378448486328
2021-12-27,173.12976761664484,176.38530127238838,173.11022561335014,176.2973175048828
2021-12-28,176.13113317745794,177.27496698697752,174.537579662478,175.28057861328125
2021-12-29,175.31963018526795,176.59056116138325,174.15623986676752,175.36851501464844
2021-12-30,175.4565079119385,176.53191454419968,174.10736412193012,174.21490478515625
2021-12-31,174.1073747963206,175.22188041192248,173.29593427269404,173.59901428222656
2022-01-03,173.85321176039008,178.79028222604728,173.73590007898758,177.93972778320312
2022-01-04,178.54586564233023,178.84893075193062,175.1143499260673,175.68138122558594
2022-01-05,175.59339039534856,176.14086475419518,170.73453308424857,171.00827026367188
2022-01-06,168.83793801323478,171.37980064842037,167.80164498917833,168.15359497070312
2022-01-07,169.02369367342152,170.24574016447164,167.20528789803654,168.31979370117188
2022-01-10,165.2988731483881,168.64239004792708,164.40921985835627,168.33932495117188
2022-01-11,168.46643037323963,171.26245812752686,166.99997473942338,171.16470336914062
2022-01-12,172.1814317936139,173.21772467571947,170.91051556767007,171.60462951660156
2022-01-13,171.8490383580425,172.6702498945838,167.94826118313497,168.33932495117188
2022-01-14,167.50833831927105,169.89377524696252,167.26392904254132,169.1996612548828
2022-01-18,167.6745127192973,168.68147761318977,165.62148401611884,166.0027618408203
2022-01-19,166.19833085017333,167.25418085979933,162.22912604138475,162.51263427734375
2022-01-20,163.24585020445963,165.88546757565922,160.50846314939517,160.83108520507812
2022-01-21,160.74309086318223,162.61038131219433,158.67050497614542,158.77804565429688
2022-01-24,156.44148123567246,158.67049246380245,151.2404450916643,158.0056915283203
2022-01-25,155.424720331175,159.1201868610098,153.50856023591945,156.2068328857422
2022-01-26,159.84364519078215,160.713741500623,154.2906743409117,156.1188507080078
2022-01-27,158.817126094803,160.17604091465265,154.7403816352541,155.65936279296875
2022-01-28,162.00427111169125,166.54050723879885,159.15934320684596,166.5209503173828
2022-01-31,166.3547206203823,171.0864802658057,165.71924760028926,170.87139892578125
2022-02-01,170.1186120178827,170.93005253238587,168.4566320719076,170.7052001953125
2022-02-02,170.84209391826516,171.94682868403083,169.45385093947993,171.90771484375
2022-02-03,170.57811566132818,172.29876649074853,168.27089152715305,169.033447265625
2022-02-04,168.05452913595101,170.42343777091716,167.07564670173912,168.74954223632812
2022-02-07,169.20964451994723,170.27662295458384,167.3399751947351,168.0349884033203
2022-02-08,168.10351922686326,171.64708470161528,167.8098514342005,171.1380615234375
2022-02-09,172.3322647747442,172.91958530484067,171.20654095307694,172.55740356445312
2022-02-10,170.4626223841964,171.7743215374217,167.92731993059743,168.4852752685547
2022-02-11,168.69082956541044,169.4249914689082,164.4914151129285,165.07875061035156
2022-02-14,163.83559821712237,165.9989356288058,163.04270559336564,165.313720703125
2022-02-15,167.35956986279012,169.29775335068365,166.65477315145358,169.14112854003906
2022-02-16,168.22097415914394,169.67949961629867,166.4589825612284,168.90618896484375
2022-02-17,167.41831260412283,168.2797341887302,164.91237519788157,165.313720703125
2022-02-18,166.23386310925557,166.93864489391834,162.68051421778296,163.76707458496094
2022-02-22,161.4960419882263,163.16993775264925,158.72580252665216,160.84999084472656
2022-02-23,162.04424861753867,162.64136771002168,156.3765239008277,156.6897735595703
2022-02-24,149.35795208534202,159.4110834763149,148.79019822079562,159.30340576171875
2022-02-25,160.38010876655954,161.6330771993794,157.472826482258,161.36878967285156
2022-02-28,159.61659142915732,161.92675492011216,158.99989062280463,161.63308715820312
2022-03-01,161.2219862371019,163.08187242749526,158.54964050687724,159.753662109375
2022-03-02,160.9185355637426,163.82581854222389,159.5089420061074,163.04270935058594
2022-03-03,164.91241452535937,165.34312542037682,162.0540780561885,162.71971130371094
2022-03-04,161.01640589639365,162.05401907314567,158.67687705595137,159.72427368164062
2022-03-07,159.91028134097652,161.5352302369313,155.68150083148916,155.93601989746094
2022-03-08,155.46614292973925,159.44040392728598,152.50991327214726,154.1152801513672
2022-03-09,158.06998280822745,159.95923428896205,156.04370327606966,159.50894165039062
