prev_body_ratio,prev_upper_wick_ratio,prev_lower_wick_ratio,prev_wick_to_body_ratio,prev_is_bullish,curr_body_ratio,curr_upper_wick_ratio,curr_lower_wick_ratio,curr_wick_to_body_ratio,curr_is_bullish,label
0.1912,0.1765,0.6324,4.2308,1,0.3958,0.3333,0.2708,1.5263,0,BearishEngulfing
0.125,0.4667,0.4083,7.0,1,0.7095,0.0676,0.223,0.4095,0,BearishEngulfing
0.186,0.7907,0.0233,4.375,1,0.6726,0.3097,0.0177,0.4868,0,BearishEngulfing
0.7926,0.0074,0.2,0.2617,1,0.9108,0.0,0.0892,0.0979,0,BearishEngulfing
0.3553,0.6316,0.0132,1.8148,1,0.4749,0.0838,0.4413,1.1059,0,BearishEngulfing
0.5156,0.1562,0.3281,0.9394,1,0.6786,0.0714,0.25,0.4737,0,BearishEngulfing
0.1507,0.1233,0.726,5.6364,1,0.8667,0.1,0.0333,0.1538,0,BearishEngulfing
0.493,0.2676,0.2394,1.0286,1,0.7965,0.1504,0.0531,0.2556,0,BearishEngulfing
0.2462,0.0923,0.6615,3.0625,1,0.825,0.175,0.0,0.2121,0,BearishEngulfing
0.7111,0.1111,0.1778,0.4062,1,0.913,0.0109,0.0761,0.0952,0,BearishEngulfing
0.5745,0.4255,0.0,0.7407,1,0.6667,0.1795,0.1538,0.5,0,BearishEngulfing
0.3636,0.0455,0.5909,1.75,1,0.9351,0.039,0.026,0.0694,0,BearishEngulfing
0.0638,0.234,0.7021,14.6667,1,0.4844,0.2812,0.2344,1.0645,0,BearishEngulfing
0.0847,0.4746,0.4407,10.8,1,0.9176,0.0706,0.0118,0.0897,0,BearishEngulfing
0.4902,0.4706,0.0392,1.04,1,0.7532,0.0,0.2468,0.3276,0,BearishEngulfing
0.9706,0.0,0.0294,0.0303,1,0.7353,0.0882,0.1765,0.36,0,BearishEngulfing
0.1933,0.7815,0.0252,4.1739,1,0.8198,0.036,0.1441,0.2198,0,BearishEngulfing
0.125,0.3958,0.4792,7.0,1,0.6866,0.0746,0.2388,0.4565,0,BearishEngulfing
0.4381,0.4433,0.1186,1.2824,1,0.9015,0.0,0.0985,0.1092,0,BearishEngulfing
0.6429,0.0,0.3571,0.5556,1,0.8333,0.0789,0.0877,0.2,0,BearishEngulfing
0.6914,0.2593,0.0494,0.4464,1,0.6842,0.0478,0.2679,0.4615,0,BearishEngulfing
0.6875,0.0417,0.2708,0.4545,1,0.5847,0.4068,0.0085,0.7101,0,BearishEngulfing
0.337,0.6304,0.0326,1.9677,1,0.7938,0.0,0.2062,0.2597,0,BearishEngulfing
0.0143,0.8,0.1857,69.0,1,0.2604,0.4688,0.2708,2.84,0,BearishEngulfing
0.6111,0.2778,0.1111,0.6364,1,0.7059,0.1765,0.1176,0.4167,0,BearishEngulfing
0.5825,0.0583,0.3592,0.7167,1,0.7829,0.1029,0.1143,0.2774,0,BearishEngulfing
0.549,0.451,0.0,0.8214,1,0.7273,0.1591,0.1136,0.375,0,BearishEngulfing
0.0755,0.3774,0.5472,12.25,1,0.6491,0.2105,0.1404,0.5405,0,BearishEngulfing
0.1707,0.4756,0.3537,4.8571,1,0.8544,0.0,0.1456,0.1705,0,BearishEngulfing
0.4154,0.5231,0.0615,1.4074,1,0.8239,0.0314,0.1447,0.2137,0,BearishEngulfing
0.2745,0.1176,0.6078,2.6429,1,0.5753,0.1096,0.3151,0.7381,0,BearishEngulfing
0.5833,0.1833,0.2333,0.7143,1,0.8,0.1077,0.0923,0.25,0,BearishEngulfing
0.3453,0.1367,0.518,1.8958,1,0.5436,0.2148,0.2416,0.8395,0,BearishEngulfing
0.8085,0.1915,0.0,0.2368,1,0.8046,0.0,0.1954,0.2429,0,BearishEngulfing
0.6195,0.115,0.2655,0.6143,1,0.7895,0.0702,0.1404,0.2667,0,BearishEngulfing
0.208,0.584,0.208,3.8077,1,0.5472,0.217,0.2358,0.8276,0,BearishEngulfing
0.7874,0.0787,0.1339,0.27,1,0.8502,0.0,0.1498,0.1762,0,BearishEngulfing
0.2933,0.3067,0.4,2.4091,1,0.863,0.0,0.137,0.1587,0,BearishEngulfing
0.082,0.3115,0.6066,11.2,1,0.5882,0.3431,0.0686,0.7,0,BearishEngulfing
0.3333,0.5354,0.1313,2.0,1,0.4719,0.0112,0.5169,1.119,0,BearishEngulfing
0.1959,0.4433,0.3608,4.1053,1,0.8462,0.0,0.1538,0.1818,0,BearishEngulfing
0.2804,0.5234,0.1963,2.5667,1,0.8272,0.0864,0.0864,0.209,0,BearishEngulfing
0.0909,0.7273,0.1818,10.0,1,0.5672,0.2537,0.1791,0.7632,0,BearishEngulfing
0.0588,0.8824,0.0588,16.0,1,0.614,0.2281,0.1579,0.6286,0,BearishEngulfing
0.2881,0.3983,0.3136,2.4706,1,0.77,0.169,0.061,0.2988,0,BearishEngulfing
0.5455,0.1558,0.2987,0.8333,1,0.9121,0.0,0.0879,0.0964,0,BearishEngulfing
0.051,0.102,0.8469,18.6,1,0.5956,0.0588,0.3456,0.679,0,BearishEngulfing
0.2012,0.3314,0.4675,3.9706,1,0.9267,0.0,0.0733,0.0791,0,BearishEngulfing
0.5541,0.1216,0.3243,0.8049,1,0.8941,0.0,0.1059,0.1184,0,BearishEngulfing
0.4091,0.1136,0.4773,1.4444,1,0.5351,0.3676,0.0973,0.8687,0,BearishEngulfing
0.0556,0.3889,0.5556,17.0,1,0.8068,0.0909,0.1023,0.2394,0,BearishEngulfing
0.2551,0.3673,0.3776,2.92,1,0.5682,0.2386,0.1932,0.76,0,BearishEngulfing
0.2566,0.1504,0.5929,2.8966,1,0.7902,0.049,0.1608,0.2655,0,BearishEngulfing
0.2439,0.061,0.6951,3.1,1,0.6024,0.1928,0.2048,0.66,0,BearishEngulfing
0.0196,0.4902,0.4902,50.0,1,0.122,0.6585,0.2195,7.2,0,BearishEngulfing
0.0375,0.9375,0.025,25.6667,1,0.7606,0.0704,0.169,0.3148,0,BearishEngulfing
0.0364,0.5455,0.4182,26.5,1,0.16,0.68,0.16,5.25,0,BearishEngulfing
0.4696,0.1652,0.3652,1.1296,1,0.4223,0.4303,0.1474,1.3679,0,BearishEngulfing
0.1887,0.1321,0.6792,4.3,1,0.7273,0.1939,0.0788,0.375,0,BearishEngulfing
0.4831,0.0337,0.4831,1.0698,1,0.9389,0.0,0.0611,0.065,0,BearishEngulfing
0.0351,0.1053,0.8596,27.5,1,0.8456,0.0147,0.1397,0.1826,0,BearishEngulfing
0.6,0.1625,0.2375,0.6667,1,0.9083,0.0625,0.0292,0.1009,0,BearishEngulfing
0.1923,0.7436,0.0641,4.2,1,0.6134,0.3782,0.0084,0.6301,0,BearishEngulfing
0.2698,0.373,0.3571,2.7059,1,0.2794,0.1691,0.5515,2.5789,0,BearishEngulfing
0.1389,0.5833,0.2778,6.2,1,0.3,0.2,0.5,2.3333,0,BearishEngulfing
0.4324,0.3378,0.2297,1.3125,1,0.7903,0.0,0.2097,0.2653,0,BearishEngulfing
0.0172,0.7414,0.2414,57.0,1,0.2281,0.6316,0.1404,3.3846,0,BearishEngulfing
0.0541,0.6757,0.2703,17.5,1,0.92,0.064,0.016,0.087,0,BearishEngulfing
0.1746,0.6825,0.1429,4.7273,1,0.8466,0.1023,0.0511,0.1812,0,BearishEngulfing
0.9739,0.0087,0.0174,0.0268,1,0.8333,0.0926,0.0741,0.2,0,BearishEngulfing
0.4286,0.1746,0.3968,1.3333,1,0.9703,0.0099,0.0198,0.0306,0,BearishEngulfing
0.1667,0.7083,0.125,5.0,1,0.3731,0.0746,0.5522,1.68,0,BearishEngulfing
0.2424,0.0,0.7576,3.125,1,0.5926,0.0494,0.358,0.6875,0,BearishEngulfing
0.5818,0.3545,0.0636,0.7188,1,0.8794,0.0071,0.1135,0.1371,0,BearishEngulfing
0.456,0.1813,0.3626,1.1928,1,0.8686,0.0,0.1314,0.1513,0,BearishEngulfing
0.743,0.2067,0.0503,0.3459,1,0.9174,0.0,0.0826,0.09,0,BearishEngulfing
0.12,0.74,0.14,7.3333,1,0.5,0.129,0.371,1.0,0,BearishEngulfing
0.6849,0.3151,0.0,0.46,1,0.9362,0.0,0.0638,0.0682,0,BearishEngulfing
0.4384,0.4658,0.0959,1.2812,1,0.8133,0.08,0.1067,0.2295,0,BearishEngulfing
0.2,0.5636,0.2364,4.0,1,0.322,0.0,0.678,2.1053,0,BearishEngulfing
0.0206,0.6082,0.3711,47.5,1,0.7703,0.0541,0.1757,0.2982,0,BearishEngulfing
0.2375,0.4875,0.275,3.2105,1,0.8621,0.0,0.1379,0.16,0,BearishEngulfing
0.6699,0.068,0.2621,0.4928,1,0.767,0.1068,0.1262,0.3038,0,BearishEngulfing
0.1644,0.6438,0.1918,5.0833,1,0.3367,0.0102,0.6531,1.9697,0,BearishEngulfing
0.2037,0.0926,0.7037,3.9091,1,0.8391,0.0575,0.1034,0.1918,0,BearishEngulfing
0.537,0.0432,0.4198,0.8621,1,0.6746,0.2823,0.0431,0.4823,0,BearishEngulfing
