prev_body_ratio,prev_upper_wick_ratio,prev_lower_wick_ratio,prev_wick_to_body_ratio,prev_is_bullish,curr_body_ratio,curr_upper_wick_ratio,curr_lower_wick_ratio,curr_wick_to_body_ratio,curr_is_bullish,label
0.9733,0.0133,0.0133,0.0274,0,0.0891,0.8713,0.0396,10.2222,1,ShootingStar
0.9899,0.0101,0.0,0.0102,0,0.3093,0.6598,0.0309,2.2333,0,ShootingStar
0.9286,0.0476,0.0238,0.0769,0,0.172,0.8172,0.0108,4.8125,1,ShootingStar
0.8734,0.038,0.0886,0.1449,1,0.3333,0.6515,0.0152,2.0,1,ShootingStar
0.931,0.0345,0.0345,0.0741,0,0.1304,0.8478,0.0217,6.6667,0,ShootingStar
0.6614,0.3307,0.0079,0.5119,1,0.1412,0.8235,0.0353,6.0833,1,ShootingStar
0.9778,0.0074,0.0148,0.0227,0,0.2986,0.625,0.0764,2.3488,0,ShootingStar
0.4741,0.2069,0.319,1.1091,1,0.08,0.8667,0.0533,11.5,0,ShootingStar
0.9655,0.0172,0.0172,0.0357,0,0.3,0.6875,0.0125,2.3333,0,ShootingStar
0.6733,0.0792,0.2475,0.4853,1,0.3012,0.6506,0.0482,2.32,0,ShootingStar
0.9531,0.0156,0.0312,0.0492,0,0.2987,0.6234,0.0779,2.3478,1,ShootingStar
0.6829,0.187,0.1301,0.4643,1,0.2527,0.7033,0.044,2.9565,0,ShootingStar
0.9524,0.0238,0.0238,0.05,0,0.2658,0.6709,0.0633,2.7619,1,ShootingStar
0.9744,0.0128,0.0128,0.0263,0,0.1742,0.8258,0.0,4.7391,1,ShootingStar
0.9362,0.0426,0.0213,0.0682,0,0.0494,0.9383,0.0123,19.25,1,ShootingStar
0.1781,0.1507,0.6712,4.6154,1,0.0656,0.9344,0.0,14.25,1,ShootingStar
0.7778,0.1111,0.1111,0.2857,0,0.2045,0.7159,0.0795,3.8889,0,ShootingStar
0.5532,0.0426,0.4043,0.8077,1,0.3043,0.6667,0.029,2.2857,0,ShootingStar
0.4022,0.1739,0.4239,1.4865,1,0.2017,0.7647,0.0336,3.9583,1,ShootingStar
0.9362,0.0213,0.0426,0.0682,0,0.1639,0.8361,0.0,5.1,1,ShootingStar
0.9722,0.0139,0.0139,0.0286,0,0.0901,0.8559,0.0541,10.1,0,ShootingStar
0.6289,0.0943,0.2767,0.59,1,0.3036,0.6429,0.0536,2.2941,0,ShootingStar
0.9636,0.0182,0.0182,0.0377,0,0.209,0.791,0.0,3.7857,1,ShootingStar
0.9333,0.0333,0.0333,0.0714,0,0.2683,0.6829,0.0488,2.7273,0,ShootingStar
0.7143,0.1429,0.1429,0.4,0,0.2551,0.6939,0.051,2.92,0,ShootingStar
0.3214,0.4643,0.2143,2.1111,1,0.1818,0.7727,0.0455,4.5,0,ShootingStar
0.1522,0.3043,0.5435,5.5714,1,0.2162,0.7432,0.0405,3.625,1,ShootingStar
0.3659,0.1951,0.439,1.7333,1,0.2065,0.7826,0.0109,3.8421,1,ShootingStar
0.4524,0.0714,0.4762,1.2105,1,0.271,0.7009,0.028,2.6897,1,ShootingStar
0.5066,0.2863,0.207,0.9739,1,0.25,0.69,0.06,3.0,0,ShootingStar
0.2115,0.1923,0.5962,3.7273,1,0.1923,0.7436,0.0641,4.2,1,ShootingStar
0.3814,0.0593,0.5593,1.6222,1,0.2,0.7467,0.0533,4.0,0,ShootingStar
0.9286,0.0357,0.0357,0.0769,0,0.1473,0.8062,0.0465,5.7895,0,ShootingStar
0.463,0.0185,0.5185,1.16,1,0.1458,0.4583,0.3958,5.8571,0,SpinningTop
0.3571,0.6429,0.0,1.8,1,0.248,0.448,0.304,3.0323,0,SpinningTop
0.9667,0.0167,0.0167,0.0345,0,0.1584,0.3663,0.4752,5.3125,0,SpinningTop
0.9474,0.0175,0.0351,0.0556,0,0.2619,0.4048,0.3333,2.8182,0,SpinningTop
0.9788,0.0106,0.0106,0.0216,0,0.1532,0.4919,0.3548,5.5263,0,SpinningTop
0.9222,0.0419,0.0359,0.0844,1,0.2632,0.4421,0.2947,2.8,1,SpinningTop
0.3217,0.2957,0.3826,2.1081,1,0.3286,0.3714,0.3,2.0435,0,SpinningTop
0.8095,0.1587,0.0317,0.2353,1,0.3636,0.2727,0.3636,1.75,1,SpinningTop
0.9623,0.0189,0.0189,0.0392,0,0.1812,0.4203,0.3986,4.52,0,SpinningTop
0.94,0.04,0.02,0.0638,0,0.1961,0.4902,0.3137,4.1,0,SpinningTop
0.9474,0.0526,0.0,0.0556,1,0.1316,0.3553,0.5132,6.6,1,SpinningTop
0.6753,0.3117,0.013,0.4808,1,0.2857,0.3857,0.3286,2.5,0,SpinningTop
0.9651,0.0233,0.0116,0.0361,0,0.2597,0.3636,0.3766,2.85,1,SpinningTop
0.4222,0.5667,0.0111,1.3684,1,0.2581,0.3548,0.3871,2.875,0,SpinningTop
0.5769,0.0769,0.3462,0.7333,1,0.2963,0.3519,0.3519,2.375,1,SpinningTop
0.9706,0.0147,0.0147,0.0303,0,0.2652,0.3333,0.4015,2.7714,1,SpinningTop
0.975,0.0125,0.0125,0.0256,0,0.3091,0.3273,0.3636,2.2353,0,SpinningTop
0.9302,0.0465,0.0233,0.075,0,0.3239,0.2958,0.3803,2.087,1,SpinningTop
0.9692,0.0154,0.0154,0.0317,0,0.2903,0.3065,0.4032,2.4444,1,SpinningTop
0.6667,0.1667,0.1667,0.5,0,0.2679,0.3929,0.3393,2.7333,1,SpinningTop
0.1887,0.2264,0.5849,4.3,1,0.2,0.3909,0.4091,4.0,1,SpinningTop
0.9836,0.0164,0.0,0.0167,0,0.2366,0.4409,0.3226,3.2273,0,SpinningTop
0.1571,0.7143,0.1286,5.3636,1,0.2936,0.3853,0.3211,2.4062,1,SpinningTop
0.9412,0.0294,0.0294,0.0625,0,0.2195,0.4634,0.3171,3.5556,0,SpinningTop
0.7426,0.1782,0.0792,0.3467,1,0.2914,0.2781,0.4305,2.4318,1,SpinningTop
0.3051,0.0508,0.6441,2.2778,1,0.2308,0.3462,0.4231,3.3333,0,SpinningTop
0.9848,0.0076,0.0076,0.0154,0,0.2122,0.4204,0.3673,3.7115,1,SpinningTop
0.427,0.1124,0.4607,1.3421,1,0.1493,0.3731,0.4776,5.7,0,SpinningTop
0.9623,0.0189,0.0189,0.0392,0,0.1951,0.4634,0.3415,4.125,0,SpinningTop
0.6066,0.0984,0.2951,0.6486,1,0.1212,0.3939,0.4848,7.25,1,SpinningTop
0.7961,0.1645,0.0395,0.2562,1,0.1488,0.5041,0.3471,5.7222,1,SpinningTop
0.5682,0.0682,0.3636,0.76,1,0.28,0.32,0.4,2.5714,1,SpinningTop
0.9817,0.0092,0.0092,0.0187,0,0.243,0.3458,0.4112,3.1154,1,SpinningTop
0.4507,0.2394,0.3099,1.2188,1,0.2105,0.3421,0.4474,3.75,1,SpinningTop
0.7778,0.1111,0.1111,0.2857,0,0.3059,0.3882,0.3059,2.2692,1,SpinningTop
0.6912,0.2941,0.0147,0.4468,1,0.2323,0.4444,0.3232,3.3043,1,SpinningTop
0.9615,0.0192,0.0192,0.04,0,0.2787,0.2951,0.4262,2.5882,0,SpinningTop
0.9706,0.0,0.0294,0.0303,0,0.2526,0.3263,0.4211,2.9583,0,SpinningTop
0.8667,0.0667,0.0667,0.1538,0,0.2273,0.3636,0.4091,3.4,1,SpinningTop
0.978,0.011,0.011,0.0225,0,0.2357,0.3567,0.4076,3.2432,0,SpinningTop
0.7391,0.2464,0.0145,0.3529,1,0.3269,0.3654,0.3077,2.0588,1,SpinningTop
0.0682,0.6364,0.2955,13.6667,1,0.15,0.4375,0.4125,5.6667,0,SpinningTop
0.7229,0.1446,0.1325,0.3833,1,0.2692,0.3846,0.3462,2.7143,1,SpinningTop
0.8864,0.1136,0.0,0.1282,1,0.2549,0.2941,0.451,2.9231,1,SpinningTop
0.9739,0.0087,0.0174,0.0268,0,0.2763,0.4079,0.3158,2.619,1,SpinningTop
0.5673,0.4327,0.0,0.7627,1,0.1522,0.3696,0.4783,5.5714,0,SpinningTop
0.2841,0.1705,0.5455,2.52,1,0.1212,0.4848,0.3939,7.25,1,SpinningTop
0.1169,0.6234,0.2597,7.5556,1,0.1698,0.4717,0.3585,4.8889,1,SpinningTop
0.9714,0.0143,0.0143,0.0294,0,0.2105,0.3158,0.4737,3.75,0,SpinningTop
0.7969,0.1875,0.0156,0.2549,1,0.2292,0.3333,0.4375,3.3636,0,SpinningTop
0.8889,0.0556,0.0556,0.125,0,0.2632,0.4211,0.3158,2.8,0,SpinningTop
0.9556,0.0222,0.0222,0.0465,0,0.1471,0.3824,0.4706,5.8,0,SpinningTop
0.9712,0.0096,0.0192,0.0297,0,0.2135,0.4607,0.3258,3.6842,0,SpinningTop
0.9048,0.0476,0.0476,0.1053,0,0.2911,0.4051,0.3038,2.4348,0,SpinningTop
0.5862,0.2874,0.1264,0.7059,1,0.313,0.2783,0.4087,2.1944,1,SpinningTop
0.95,0.0167,0.0333,0.0526,0,0.299,0.3608,0.3402,2.3448,1,SpinningTop
0.8395,0.1481,0.0123,0.1912,1,0.2041,0.3878,0.4082,3.9,1,SpinningTop
0.95,0.025,0.025,0.0526,0,0.2738,0.381,0.3452,2.6522,0,SpinningTop
0.2396,0.6667,0.0938,3.1739,1,0.1481,0.3778,0.4741,5.75,0,SpinningTop
0.6087,0.1159,0.2754,0.6429,1,0.3448,0.3448,0.3103,1.9,0,SpinningTop
0.9677,0.0161,0.0161,0.0333,0,0.2255,0.3725,0.402,3.4348,1,SpinningTop
0.9688,0.0156,0.0156,0.0323,0,0.1064,0.4255,0.4681,8.4,1,SpinningTop
0.9813,0.0093,0.0093,0.019,0,0.1121,0.5047,0.3832,7.9167,0,SpinningTop
0.5789,0.25,0.1711,0.7273,1,0.2324,0.3239,0.4437,3.303,1,SpinningTop
0.2385,0.3119,0.4495,3.1923,1,0.2772,0.2871,0.4356,2.6071,1,SpinningTop
0.4186,0.2326,0.3488,1.3889,1,0.2348,0.3409,0.4242,3.2581,0,SpinningTop
0.5873,0.2937,0.119,0.7027,1,0.1538,0.5,0.3462,5.5,0,SpinningTop
0.8543,0.0905,0.0553,0.1706,1,0.2626,0.3535,0.3838,2.8077,0,SpinningTop
0.9512,0.0244,0.0244,0.0513,0,0.2727,0.4091,0.3182,2.6667,1,SpinningTop
0.9891,0.0,0.0109,0.011,0,0.3173,0.2692,0.4135,2.1515,1,SpinningTop
0.4048,0.1667,0.4286,1.4706,1,0.142,0.4877,0.3704,6.0435,0,SpinningTop
0.9792,0.0104,0.0104,0.0213,0,0.3235,0.3676,0.3088,2.0909,0,SpinningTop
0.8462,0.0769,0.0769,0.1818,0,0.2885,0.3462,0.3654,2.4667,1,SpinningTop
0.8571,0.0714,0.0714,0.1667,0,0.2857,0.4286,0.2857,2.5,1,SpinningTop
0.46,0.44,0.1,1.1739,1,0.1569,0.4706,0.3725,5.375,1,SpinningTop
0.0435,0.7391,0.2174,22.0,1,0.3143,0.4,0.2857,2.1818,1,SpinningTop
0.9375,0.0312,0.0312,0.0667,0,0.3182,0.3864,0.2955,2.1429,0,SpinningTop
0.5932,0.4068,0.0,0.6857,1,0.2432,0.3784,0.3784,3.1111,0,SpinningTop
0.971,0.0,0.029,0.0299,0,0.2966,0.4207,0.2828,2.3721,1,SpinningTop
0.7253,0.1319,0.1429,0.3788,1,0.2105,0.3947,0.3947,3.75,0,SpinningTop
0.3548,0.3387,0.3065,1.8182,1,0.2239,0.3284,0.4478,3.4667,1,SpinningTop
0.8986,0.029,0.0725,0.1129,1,0.3148,0.3333,0.3519,2.1765,0,SpinningTop
0.0278,0.8056,0.1667,35.0,1,0.3125,0.375,0.3125,2.2,1,SpinningTop
0.8636,0.0455,0.0909,0.1579,0,0.3056,0.3611,0.3333,2.2727,0,SpinningTop
0.875,0.0833,0.0417,0.1429,0,0.2333,0.3333,0.4333,3.2857,0,SpinningTop
0.5732,0.122,0.3049,0.7447,1,0.2927,0.3537,0.3537,2.4167,0,SpinningTop
0.7195,0.1585,0.122,0.3898,1,0.1714,0.4857,0.3429,4.8333,0,SpinningTop
0.7895,0.2105,0.0,0.2667,1,0.2952,0.3333,0.3714,2.3871,0,SpinningTop
0.3897,0.4706,0.1397,1.566,1,0.234,0.3298,0.4362,3.2727,1,SpinningTop
0.9048,0.0476,0.0476,0.1053,0,0.1857,0.3571,0.4571,4.3846,1,SpinningTop
0.4,0.2,0.4,1.5,0,0.1346,0.4231,0.4423,6.4286,1,SpinningTop
0.68,0.24,0.08,0.4706,1,0.193,0.3509,0.4561,4.1818,0,SpinningTop
0.9855,0.0,0.0145,0.0147,0,0.3273,0.3818,0.2909,2.0556,0,SpinningTop
0.9817,0.0092,0.0092,0.0187,0,0.1605,0.4691,0.3704,5.2308,1,SpinningTop
0.92,0.04,0.04,0.087,0,0.2973,0.3874,0.3153,2.3636,0,SpinningTop
0.9429,0.0286,0.0286,0.0606,0,0.1642,0.4627,0.3731,5.0909,0,SpinningTop
0.1169,0.2597,0.6234,7.5556,1,0.2083,0.4167,0.375,3.8,1,SpinningTop
0.8889,0.0556,0.0556,0.125,0,0.2035,0.3717,0.4248,3.913,1,SpinningTop
0.193,0.3772,0.4298,4.1818,1,0.1633,0.4286,0.4082,5.125,1,SpinningTop
0.2118,0.3765,0.4118,3.7222,1,0.1341,0.3537,0.5122,6.4545,0,SpinningTop
0.9091,0.0455,0.0455,0.1,0,0.2,0.4696,0.3304,4.0,1,SpinningTop
0.9583,0.0208,0.0208,0.0435,0,0.1579,0.3509,0.4912,5.3333,0,SpinningTop
0.3194,0.3979,0.2827,2.1311,1,0.3103,0.3563,0.3333,2.2222,1,SpinningTop
0.663,0.1989,0.1381,0.5083,1,0.1901,0.438,0.3719,4.2609,0,SpinningTop
0.6531,0.2041,0.1429,0.5312,1,0.2088,0.4615,0.3297,3.7895,0,SpinningTop
0.9524,0.0317,0.0159,0.05,0,0.197,0.3333,0.4697,4.0769,0,SpinningTop
0.7143,0.1429,0.1429,0.4,0,0.2679,0.3839,0.3482,2.7333,0,SpinningTop
0.9651,0.0116,0.0233,0.0361,0,0.2029,0.4058,0.3913,3.9286,1,SpinningTop
0.9922,0.0,0.0078,0.0078,0,0.2609,0.3768,0.3623,2.8333,1,SpinningTop
0.9459,0.027,0.027,0.0571,0,0.2759,0.3333,0.3908,2.625,1,SpinningTop
0.975,0.0125,0.0125,0.0256,0,0.2742,0.3226,0.4032,2.6471,1,SpinningTop
0.6271,0.3729,0.0,0.5946,1,0.28,0.32,0.4,2.5714,1,SpinningTop
0.6593,0.1556,0.1852,0.5169,1,0.2584,0.3828,0.3589,2.8704,1,SpinningTop
0.6644,0.1544,0.1812,0.5051,1,0.137,0.4795,0.3836,6.3,1,SpinningTop
0.6687,0.259,0.0723,0.4955,1,0.1865,0.3679,0.4456,4.3611,0,SpinningTop
0.7143,0.1429,0.1429,0.4,0,0.2791,0.3256,0.3953,2.5833,0,SpinningTop
0.9167,0.0417,0.0417,0.0909,0,0.1176,0.479,0.4034,7.5,0,SpinningTop
0.7736,0.0377,0.1887,0.2927,1,0.2059,0.4559,0.3382,3.8571,0,SpinningTop
0.5316,0.2278,0.2405,0.881,1,0.1714,0.419,0.4095,4.8333,1,SpinningTop
0.4203,0.3913,0.1884,1.3793,1,0.2647,0.2941,0.4412,2.7778,0,SpinningTop
0.96,0.0133,0.0267,0.0417,0,0.2727,0.4298,0.2975,2.6667,0,SpinningTop
0.9778,0.0222,0.0,0.0227,0,0.2143,0.4143,0.3714,3.6667,0,SpinningTop
0.9903,0.0097,0.0,0.0098,0,0.2469,0.4321,0.321,3.05,0,SpinningTop
0.9778,0.0111,0.0111,0.0227,0,0.2456,0.4211,0.3333,3.0714,0,SpinningTop
0.5909,0.2182,0.1909,0.6923,1,0.2093,0.4419,0.3488,3.7778,1,SpinningTop
0.9623,0.0189,0.0189,0.0392,0,0.2434,0.3618,0.3947,3.1081,0,SpinningTop
0.9571,0.0143,0.0286,0.0448,0,0.2295,0.3443,0.4262,3.3571,0,SpinningTop
0.9857,0.0143,0.0,0.0145,0,0.1613,0.4032,0.4355,5.2,1,SpinningTop
0.7538,0.0692,0.1769,0.3265,1,0.2872,0.3936,0.3191,2.4815,1,SpinningTop
0.9739,0.0087,0.0174,0.0268,0,0.118,0.4658,0.4161,7.4737,1,SpinningTop
0.68,0.32,0.0,0.4706,1,0.2658,0.3291,0.4051,2.7619,1,SpinningTop
0.2292,0.3333,0.4375,3.3636,1,0.1875,0.4375,0.375,4.3333,0,SpinningTop
0.8395,0.0617,0.0988,0.1912,1,0.1944,0.4306,0.375,4.1429,0,SpinningTop
0.2906,0.3504,0.359,2.4412,1,0.2317,0.3537,0.4146,3.3158,1,SpinningTop
0.8634,0.0248,0.1118,0.1583,1,0.3085,0.3191,0.3723,2.2414,1,SpinningTop
0.9667,0.0,0.0333,0.0345,0,0.3143,0.2714,0.4143,2.1818,0,SpinningTop
0.6125,0.0375,0.35,0.6327,1,0.1481,0.3889,0.463,5.75,1,SpinningTop
0.9636,0.0182,0.0182,0.0377,0,0.2328,0.319,0.4483,3.2963,1,SpinningTop
0.9841,0.0079,0.0079,0.0161,0,0.1233,0.3973,0.4795,7.1111,0,SpinningTop
0.7273,0.1818,0.0909,0.375,0,0.1905,0.4286,0.381,4.25,1,SpinningTop
0.9875,0.0,0.0125,0.0127,0,0.225,0.3125,0.4625,3.4444,0,SpinningTop
0.8889,0.0,0.1111,0.125,1,0.3148,0.3704,0.3148,2.1765,0,SpinningTop
0.9785,0.0108,0.0108,0.022,0,0.2975,0.2893,0.4132,2.3611,1,SpinningTop
0.807,0.0175,0.1754,0.2391,1,0.2167,0.35,0.4333,3.6154,1,SpinningTop
0.9744,0.0128,0.0128,0.0263,0,0.1212,0.4747,0.404,7.25,1,SpinningTop
0.2444,0.6667,0.0889,3.0909,1,0.1887,0.3774,0.434,4.3,0,SpinningTop
0.4615,0.0769,0.4615,1.1667,1,0.2174,0.3623,0.4203,3.6,0,SpinningTop
0.9737,0.0088,0.0175,0.027,0,0.2045,0.3523,0.4432,3.8889,1,SpinningTop
0.9851,0.0075,0.0075,0.0152,0,0.3056,0.3889,0.3056,2.2727,0,SpinningTop
0.4272,0.0485,0.5243,1.3409,1,0.2551,0.4184,0.3265,2.92,0,SpinningTop
0.8171,0.061,0.122,0.2239,1,0.1791,0.4179,0.403,4.5833,0,SpinningTop
0.7826,0.0435,0.1739,0.2778,1,0.137,0.3973,0.4658,6.3,0,SpinningTop
0.6,0.2,0.2,0.6667,0,0.2059,0.3529,0.4412,3.8571,0,SpinningTop
0.4815,0.4497,0.0688,1.0769,1,0.1939,0.449,0.3571,4.1579,1,SpinningTop
0.963,0.0185,0.0185,0.0385,0,0.2752,0.3221,0.4027,2.6341,1,SpinningTop
0.1975,0.3827,0.4198,4.0625,1,0.1833,0.475,0.3417,4.4545,0,SpinningTop
0.9655,0.0172,0.0172,0.0357,0,0.1959,0.3505,0.4536,4.1053,1,SpinningTop
0.9655,0.0172,0.0172,0.0357,0,0.1579,0.4035,0.4386,5.3333,0,SpinningTop
0.75,0.0833,0.1667,0.3333,0,0.3514,0.3784,0.2703,1.8462,0,SpinningTop
0.4,0.16,0.44,1.5,1,0.25,0.3289,0.4211,3.0,0,SpinningTop
0.8182,0.0909,0.0909,0.2222,0,0.1073,0.4463,0.4463,8.3158,0,SpinningTop
0.8614,0.1205,0.0181,0.1608,1,0.2436,0.359,0.3974,3.1053,1,SpinningTop
0.5664,0.4248,0.0088,0.7656,1,0.3265,0.3878,0.2857,2.0625,1,SpinningTop
0.95,0.025,0.025,0.0526,0,0.1966,0.3371,0.4663,4.0857,1,SpinningTop
0.875,0.0625,0.0625,0.1429,0,0.2121,0.404,0.3838,3.7143,1,SpinningTop
0.9333,0.0333,0.0333,0.0714,0,0.2703,0.3514,0.3784,2.7,1,SpinningTop
0.75,0.125,0.125,0.3333,0,0.2535,0.4225,0.3239,2.9444,0,SpinningTop
0.8125,0.0625,0.125,0.2308,0,0.3333,0.2708,0.3958,2.0,0,SpinningTop
0.0748,0.1402,0.785,12.375,1,0.1932,0.3977,0.4091,4.1765,0,SpinningTop
0.9804,0.0065,0.0131,0.02,0,0.2812,0.375,0.3438,2.5556,0,SpinningTop
0.9817,0.0092,0.0092,0.0187,0,0.2286,0.3143,0.4571,3.375,1,SpinningTop
0.8333,0.0833,0.0833,0.2,0,0.2041,0.3878,0.4082,3.9,1,SpinningTop
0.9,0.05,0.05,0.1111,0,0.2037,0.4074,0.3889,3.9091,0,SpinningTop
0.6102,0.3898,0.0,0.6389,1,0.1275,0.402,0.4706,6.8462,0,SpinningTop
0.3615,0.0077,0.6308,1.766,1,0.1754,0.4035,0.4211,4.7,0,SpinningTop
0.5517,0.1207,0.3276,0.8125,1,0.1224,0.4286,0.449,7.1667,0,SpinningTop
0.9677,0.0161,0.0161,0.0333,0,0.2432,0.3964,0.3604,3.1111,0,SpinningTop
0.9783,0.0109,0.0109,0.0222,0,0.2692,0.3654,0.3654,2.7143,0,SpinningTop
0.9362,0.0213,0.0426,0.0682,0,0.1928,0.3614,0.4458,4.1875,1,SpinningTop
0.6111,0.0,0.3889,0.6364,1,0.1538,0.3654,0.4808,5.5,1,SpinningTop
0.9811,0.0094,0.0094,0.0192,0,0.3026,0.4079,0.2895,2.3043,1,SpinningTop
0.6923,0.1709,0.1368,0.4444,1,0.2174,0.3478,0.4348,3.6,0,SpinningTop
0.9159,0.0,0.0841,0.0918,1,0.2099,0.3333,0.4568,3.7647,1,SpinningTop
0.6269,0.3731,0.0,0.5952,1,0.1692,0.4769,0.3538,4.9091,1,SpinningTop
0.92,0.04,0.04,0.087,0,0.1702,0.4043,0.4255,4.875,0,SpinningTop
0.92,0.04,0.04,0.087,0,0.1831,0.4225,0.3944,4.4615,0,SpinningTop
0.9643,0.0179,0.0179,0.037,0,0.1493,0.4925,0.3582,5.7,1,SpinningTop
0.9375,0.0208,0.0417,0.0667,0,0.2195,0.4146,0.3659,3.5556,0,SpinningTop
0.5,0.3026,0.1974,1.0,1,0.2113,0.3239,0.4648,3.7333,0,SpinningTop
0.9672,0.0164,0.0164,0.0339,0,0.2212,0.3558,0.4231,3.5217,0,SpinningTop
0.9333,0.0,0.0667,0.0714,0,0.2222,0.2778,0.5,3.5,1,SpinningTop
0.9815,0.0,0.0185,0.0189,0,0.1259,0.4667,0.4074,6.9412,1,SpinningTop
0.6718,0.3282,0.0,0.4886,1,0.2043,0.4624,0.3333,3.8947,0,SpinningTop
0.8667,0.0667,0.0667,0.1538,0,0.1528,0.4861,0.3611,5.5455,0,SpinningTop
0.9286,0.0357,0.0357,0.0769,0,0.2297,0.3919,0.3784,3.3529,0,SpinningTop
0.9512,0.0244,0.0244,0.0513,0,0.2165,0.4536,0.3299,3.619,0,SpinningTop
0.4865,0.0946,0.4189,1.0556,1,0.2381,0.4405,0.3214,3.2,0,SpinningTop
0.4909,0.3636,0.1455,1.037,1,0.303,0.2727,0.4242,2.3,1,SpinningTop
0.2908,0.3759,0.3333,2.439,1,0.1333,0.3667,0.5,6.5,1,SpinningTop
0.0857,0.5143,0.4,10.6667,1,0.1774,0.4032,0.4194,4.6364,0,SpinningTop
0.9737,0.0088,0.0175,0.027,0,0.7308,0.2363,0.033,0.3684,1,BullishEngulfing
0.9655,0.0,0.0345,0.0357,0,0.3409,0.1818,0.4773,1.9333,1,BullishEngulfing
0.931,0.0345,0.0345,0.0741,0,0.8765,0.0123,0.1111,0.1408,1,BullishEngulfing
0.9394,0.0303,0.0303,0.0645,0,0.3629,0.4435,0.1935,1.7556,1,BullishEngulfing
0.9375,0.0312,0.0312,0.0667,0,0.9068,0.0497,0.0435,0.1027,1,BullishEngulfing
0.8824,0.0588,0.0588,0.1333,0,0.8851,0.0115,0.1034,0.1299,1,BullishEngulfing
0.8182,0.0,0.1818,0.2222,0,0.9655,0.0,0.0345,0.0357,1,BullishEngulfing
0.8947,0.0526,0.0526,0.1176,0,0.8807,0.0568,0.0625,0.1355,1,BullishEngulfing
0.96,0.02,0.02,0.0417,0,0.9822,0.0059,0.0118,0.0181,1,BullishEngulfing
0.5,0.25,0.25,1.0,0,0.6471,0.098,0.2549,0.5455,1,BullishEngulfing
0.7778,0.1111,0.1111,0.2857,0,0.4576,0.0169,0.5254,1.1852,1,BullishEngulfing
0.5,0.25,0.25,1.0,0,0.4818,0.5182,0.0,1.0755,1,BullishEngulfing
0.8889,0.0556,0.0556,0.125,0,0.6952,0.3048,0.0,0.4384,1,BullishEngulfing
0.6,0.2,0.2,0.6667,0,0.9124,0.0803,0.0073,0.096,1,BullishEngulfing
0.9333,0.0333,0.0333,0.0714,0,0.4172,0.0132,0.5695,1.3968,1,BullishEngulfing
0.9565,0.0145,0.029,0.0455,0,0.9538,0.0462,0.0,0.0484,1,BullishEngulfing
0.9231,0.0385,0.0385,0.0833,0,0.5833,0.1667,0.25,0.7143,1,BullishEngulfing
0.9688,0.0156,0.0156,0.0323,0,0.7692,0.125,0.1058,0.3,1,BullishEngulfing
0.75,0.125,0.125,0.3333,0,0.4306,0.2917,0.2778,1.3226,1,BullishEngulfing
0.8571,0.0952,0.0476,0.1667,0,0.5,0.4464,0.0536,1.0,1,BullishEngulfing
0.981,0.0095,0.0095,0.0194,0,0.6211,0.0617,0.3172,0.6099,1,BullishEngulfing
0.9487,0.0256,0.0256,0.0541,0,0.8278,0.0278,0.1444,0.2081,1,BullishEngulfing
0.9688,0.0,0.0312,0.0323,0,0.8895,0.1047,0.0058,0.1242,1,BullishEngulfing
0.9672,0.0164,0.0164,0.0339,0,0.8543,0.0132,0.1325,0.1705,1,BullishEngulfing
0.9429,0.0286,0.0286,0.0606,0,0.8421,0.0105,0.1474,0.1875,1,BullishEngulfing
0.7273,0.1818,0.0909,0.375,0,0.427,0.1236,0.4494,1.3421,1,BullishEngulfing
0.7143,0.1429,0.1429,0.4,0,0.4133,0.1333,0.4533,1.4194,1,BullishEngulfing
0.973,0.0135,0.0135,0.0278,0,0.6343,0.291,0.0746,0.5765,1,BullishEngulfing
0.9667,0.0,0.0333,0.0345,0,0.8333,0.119,0.0476,0.2,1,BullishEngulfing
0.9545,0.0227,0.0227,0.0476,0,0.5843,0.0843,0.3315,0.7115,1,BullishEngulfing
0.9167,0.0417,0.0417,0.0909,0,0.7167,0.2,0.0833,0.3953,1,BullishEngulfing
0.9875,0.0125,0.0,0.0127,0,0.9742,0.0258,0.0,0.0265,1,BullishEngulfing
0.9667,0.0167,0.0167,0.0345,0,0.7975,0.184,0.0184,0.2538,1,BullishEngulfing
0.9706,0.0147,0.0147,0.0303,0,0.7303,0.0066,0.2632,0.3694,1,BullishEngulfing
0.9636,0.0182,0.0182,0.0377,0,0.6013,0.0654,0.3333,0.663,1,BullishEngulfing
0.9375,0.0312,0.0312,0.0667,0,0.6357,0.3643,0.0,0.5732,1,BullishEngulfing
0.9783,0.0109,0.0109,0.0222,0,0.75,0.0581,0.1919,0.3333,1,BullishEngulfing
0.9375,0.0312,0.0312,0.0667,0,0.8661,0.126,0.0079,0.1545,1,BullishEngulfing
0.8421,0.0526,0.1053,0.1875,0,0.5426,0.2872,0.1702,0.8431,1,BullishEngulfing
0.8889,0.0556,0.0556,0.125,0,0.5341,0.0227,0.4432,0.8723,1,BullishEngulfing
0.8333,0.0833,0.0833,0.2,0,1.0,0.0,0.0,0.0,1,BullishEngulfing
0.7,0.1,0.2,0.4286,0,0.2907,0.6279,0.0814,2.44,1,BullishEngulfing
0.963,0.0,0.037,0.0385,0,0.8657,0.0299,0.1045,0.1552,1,BullishEngulfing
0.9778,0.0111,0.0111,0.0227,0,0.9231,0.0481,0.0288,0.0833,1,BullishEngulfing
